Organoids,Index,y.name,OT,OrganoidsDrug,Drug,Time-point,Apoptotic.ratio,,
SNU-4351S3-TO,5,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Belinostat,Belinostat, 1-2,22.21832626,,
SNU-4351S1-TO,5,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Belinostat,Belinostat, 2-3,21.44129962,,
SNU-4351S2-TO,5,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Belinostat,Belinostat, 2-3,15.32401423,,
SNU-4351S3-TO,5,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Belinostat,Belinostat, 2-3,8.303434722,,
SNU-4351S1-TO,6,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Trametinib,Trametinib, 0-1,23.42809269,,
SNU-4351S2-TO,6,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Trametinib,Trametinib, 0-1,17.36872263,,
SNU-4351S3-TO,6,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Trametinib,Trametinib, 0-1,51.18001543,,
SNU-4351S1-TO,6,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Trametinib,Trametinib, 1-2,10.72559177,,
SNU-4351S2-TO,6,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Trametinib,Trametinib, 1-2,39.4365028,,
SNU-4351S3-TO,6,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Trametinib,Trametinib, 1-2,25.12482332,,
SNU-4351S1-TO,6,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Trametinib,Trametinib, 2-3,45.76838597,,
SNU-4351S2-TO,6,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Trametinib,Trametinib, 2-3,14.73872335,,
SNU-4351S3-TO,6,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Trametinib,Trametinib, 2-3,1.357566582,,
SNU-4351S1-TO,7,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Cyclopamine,Cyclopamine, 0-1,30.73452496,,
SNU-4351S2-TO,7,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Cyclopamine,Cyclopamine, 0-1,12.73156362,,
SNU-4351S3-TO,7,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Cyclopamine,Cyclopamine, 0-1,35.72091818,,
SNU-4351S1-TO,7,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Cyclopamine,Cyclopamine, 1-2,8.00013511,,
SNU-4351S2-TO,7,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Cyclopamine,Cyclopamine, 1-2,33.78235577,,
SNU-4351S3-TO,7,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Cyclopamine,Cyclopamine, 1-2,23.99520063,,
SNU-4351S1-TO,7,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Cyclopamine,Cyclopamine, 2-3,33.12768802,,
SNU-4351S2-TO,7,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Cyclopamine,Cyclopamine, 2-3,16.31310714,,
SNU-4351S3-TO,7,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Cyclopamine,Cyclopamine, 2-3,-3.717362478,,
SNU-4351S1-TO,8,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO ICG-001,ICG-001, 0-1,26.04865542,,
SNU-4351S2-TO,8,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO ICG-001,ICG-001, 0-1,24.69612915,,
SNU-4351S3-TO,8,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO ICG-001,ICG-001, 0-1,50.19912955,,
SNU-4351S1-TO,8,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO ICG-001,ICG-001, 1-2,19.74162034,,
SNU-4351S2-TO,8,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO ICG-001,ICG-001, 1-2,33.56761516,,
SNU-4351S3-TO,8,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO ICG-001,ICG-001, 1-2,19.93738506,,
SNU-4351S1-TO,8,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO ICG-001,ICG-001, 2-3,20.20539972,,
SNU-4351S2-TO,8,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO ICG-001,ICG-001, 2-3,9.923833304,,
SNU-4351S3-TO,8,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO ICG-001,ICG-001, 2-3,-0.993643737,,
SNU-4351S1-TO,9,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Buparlisib,Buparlisib, 0-1,20.72371629,,
SNU-4351S2-TO,9,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Buparlisib,Buparlisib, 0-1,4.880436215,,
SNU-4351S3-TO,9,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Buparlisib,Buparlisib, 0-1,27.33133948,,
SNU-4351S1-TO,9,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Buparlisib,Buparlisib, 1-2,27.90432494,,
SNU-4351S2-TO,9,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Buparlisib,Buparlisib, 1-2,27.83257515,,
SNU-4351S3-TO,9,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Buparlisib,Buparlisib, 1-2,31.56545603,,
SNU-4351S1-TO,9,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Buparlisib,Buparlisib, 2-3,19.45292095,,
SNU-4351S2-TO,9,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Buparlisib,Buparlisib, 2-3,21.67859872,,
SNU-4351S3-TO,9,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Buparlisib,Buparlisib, 2-3,15.89674223,,
SNU-4351S1-TO,10,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO SAHA,SAHA, 0-1,13.96074916,,
SNU-4351S2-TO,10,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO SAHA,SAHA, 0-1,18.74776639,,
SNU-4351S3-TO,10,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO SAHA,SAHA, 0-1,54.83392613,,
SNU-4351S1-TO,10,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO SAHA,SAHA, 1-2,25.68179858,,
SNU-4351S2-TO,10,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO SAHA,SAHA, 1-2,35.94478952,,
SNU-4351S3-TO,10,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO SAHA,SAHA, 1-2,21.36636257,,
SNU-4351S1-TO,10,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO SAHA,SAHA, 2-3,6.846080755,,
SNU-4351S2-TO,10,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO SAHA,SAHA, 2-3,13.31862334,,
SNU-4351S3-TO,10,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO SAHA,SAHA, 2-3,4.789090873,,
SNU-4351S1-TO,11,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO Afatinib,Afatinib, 0-1,20.13225633,,
SNU-4351S2-TO,11,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO Afatinib,Afatinib, 0-1,13.95767389,,
SNU-4351S3-TO,11,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO Afatinib,Afatinib, 0-1,46.52285995,,
SNU-4351S1-TO,11,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO Afatinib,Afatinib, 1-2,17.91666881,,
SNU-4351S2-TO,11,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO Afatinib,Afatinib, 1-2,42.50437399,,
SNU-4351S3-TO,11,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO Afatinib,Afatinib, 1-2,35.5777431,,
SNU-4351S1-TO,11,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO Afatinib,Afatinib, 2-3,32.94180429,,
SNU-4351S2-TO,11,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO Afatinib,Afatinib, 2-3,19.7890732,,
SNU-4351S3-TO,11,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO Afatinib,Afatinib, 2-3,8.835568369,,
SNU-4351S1-TO,12,Apoptotic_Ratio,SNU-4351S1-TO 1,SNU-4351S1-TO MK-5108,MK-5108, 0-1,21.28902651,,
SNU-4351S2-TO,12,Apoptotic_Ratio,SNU-4351S2-TO 1,SNU-4351S2-TO MK-5108,MK-5108, 0-1,19.54738581,,
SNU-4351S3-TO,12,Apoptotic_Ratio,SNU-4351S3-TO 1,SNU-4351S3-TO MK-5108,MK-5108, 0-1,41.07981591,,
SNU-4351S1-TO,12,Apoptotic_Ratio,SNU-4351S1-TO 2,SNU-4351S1-TO MK-5108,MK-5108, 1-2,26.97569973,,
SNU-4351S2-TO,12,Apoptotic_Ratio,SNU-4351S2-TO 2,SNU-4351S2-TO MK-5108,MK-5108, 1-2,30.25534211,,
SNU-4351S3-TO,12,Apoptotic_Ratio,SNU-4351S3-TO 2,SNU-4351S3-TO MK-5108,MK-5108, 1-2,33.08895771,,
SNU-4351S1-TO,12,Apoptotic_Ratio,SNU-4351S1-TO 3,SNU-4351S1-TO MK-5108,MK-5108, 2-3,31.20753868,,
SNU-4351S2-TO,12,Apoptotic_Ratio,SNU-4351S2-TO 3,SNU-4351S2-TO MK-5108,MK-5108, 2-3,24.86133609,,
SNU-4351S3-TO,12,Apoptotic_Ratio,SNU-4351S3-TO 3,SNU-4351S3-TO MK-5108,MK-5108, 2-3,18.38014189,,
SNU-4351S4-TO,1,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO TAS-102,TAS-102,SUM,16.31235642,,
SNU-4351S1-5-TO,1,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO TAS-102,TAS-102,SUM,51.45393385,,
SNU-4351S1-7-TO,1,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO TAS-102,TAS-102,SUM,19.02797595,,
SNU-4351S2-3-TO,1,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO TAS-102,TAS-102,SUM,67.5261236,,
SNU-4351S2-4-TO,1,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO TAS-102,TAS-102,SUM,44.56953295,,
SNU-4351S3-1-TO,1,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO TAS-102,TAS-102,SUM,5.160583334,,
SNU-4351S3-2-TO,1,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO TAS-102,TAS-102,SUM,33.21435439,,
SNU-4351S3-7-TO,1,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO TAS-102,TAS-102,SUM,19.38674484,,
SNU-4351S3-8-TO,1,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO TAS-102,TAS-102,SUM,15.96028545,,
SNU-4351S4-1-TO,1,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO TAS-102,TAS-102,SUM,35.69109759,,
SNU-4351S4-2-TO,1,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO TAS-102,TAS-102,SUM,26.59206607,,
SNU-4351S4-3-TO,1,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO TAS-102,TAS-102,SUM,26.52864371,,
SNU-4351S4-4-TO,1,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO TAS-102,TAS-102,SUM,49.36240856,,
SNU-4351S4-5-TO,1,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO TAS-102,TAS-102,SUM,53.89669953,,
SNU-4351S4-6-TO,1,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO TAS-102,TAS-102,SUM,19.96398682,,
SNU-4351S4-7-TO,1,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO TAS-102,TAS-102,SUM,64.49690026,,
SNU-4351S4-TO,2,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Regorafenib,Regorafenib,SUM,25.48092737,,
SNU-4351S1-5-TO,2,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Regorafenib,Regorafenib,SUM,41.99879192,,
SNU-4351S1-7-TO,2,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Regorafenib,Regorafenib,SUM,23.31720733,,
SNU-4351S2-3-TO,2,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Regorafenib,Regorafenib,SUM,71.81550058,,
SNU-4351S2-4-TO,2,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Regorafenib,Regorafenib,SUM,16.43296948,,
SNU-4351S3-1-TO,2,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Regorafenib,Regorafenib,SUM,37.78321972,,
SNU-4351S3-2-TO,2,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Regorafenib,Regorafenib,SUM,10.40748987,,
SNU-4351S3-7-TO,2,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Regorafenib,Regorafenib,SUM,30.24990069,,
SNU-4351S3-8-TO,2,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Regorafenib,Regorafenib,SUM,46.60836795,,
SNU-4351S4-1-TO,2,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Regorafenib,Regorafenib,SUM,28.28094665,,
SNU-4351S4-2-TO,2,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Regorafenib,Regorafenib,SUM,54.82855847,,
SNU-4351S4-3-TO,2,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Regorafenib,Regorafenib,SUM,52.63703853,,
SNU-4351S4-4-TO,2,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Regorafenib,Regorafenib,SUM,79.48207068,,
SNU-4351S4-5-TO,2,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Regorafenib,Regorafenib,SUM,84.52248905,,
SNU-4351S4-6-TO,2,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Regorafenib,Regorafenib,SUM,32.7662369,,
SNU-4351S4-7-TO,2,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Regorafenib,Regorafenib,SUM,36.56541842,,
SNU-4351S4-TO,3,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Capecitabine,Capecitabine,SUM,12.86455123,,
SNU-4351S1-5-TO,3,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Capecitabine,Capecitabine,SUM,64.62450886,,
SNU-4351S1-7-TO,3,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Capecitabine,Capecitabine,SUM,15.71112412,,
SNU-4351S2-3-TO,3,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Capecitabine,Capecitabine,SUM,57.36083581,,
SNU-4351S2-4-TO,3,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Capecitabine,Capecitabine,SUM,22.68657489,,
SNU-4351S3-1-TO,3,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Capecitabine,Capecitabine,SUM,4.46868792,,
SNU-4351S3-2-TO,3,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Capecitabine,Capecitabine,SUM,13.44658634,,
SNU-4351S3-7-TO,3,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Capecitabine,Capecitabine,SUM,19.75343284,,
SNU-4351S3-8-TO,3,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Capecitabine,Capecitabine,SUM,13.70994448,,
SNU-4351S4-1-TO,3,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Capecitabine,Capecitabine,SUM,18.59284348,,
SNU-4351S4-2-TO,3,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Capecitabine,Capecitabine,SUM,16.68179768,,
SNU-4351S4-3-TO,3,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Capecitabine,Capecitabine,SUM,24.79740877,,
SNU-4351S4-4-TO,3,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Capecitabine,Capecitabine,SUM,58.75288011,,
SNU-4351S4-5-TO,3,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Capecitabine,Capecitabine,SUM,45.38369418,,
SNU-4351S4-6-TO,3,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Capecitabine,Capecitabine,SUM,28.09752525,,
SNU-4351S4-7-TO,3,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Capecitabine,Capecitabine,SUM,53.05962753,,
SNU-4351S4-TO,4,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Apitolisib,Apitolisib,SUM,39.63947751,,
SNU-4351S1-5-TO,4,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Apitolisib,Apitolisib,SUM,65.91050832,,
SNU-4351S1-7-TO,4,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Apitolisib,Apitolisib,SUM,60.52895935,,
SNU-4351S2-3-TO,4,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Apitolisib,Apitolisib,SUM,79.87711297,,
SNU-4351S2-4-TO,4,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Apitolisib,Apitolisib,SUM,69.55062996,,
SNU-4351S3-1-TO,4,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Apitolisib,Apitolisib,SUM,34.13124301,,
SNU-4351S3-2-TO,4,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Apitolisib,Apitolisib,SUM,53.44751633,,
SNU-4351S3-7-TO,4,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Apitolisib,Apitolisib,SUM,61.50073814,,
SNU-4351S3-8-TO,4,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Apitolisib,Apitolisib,SUM,52.27733389,,
SNU-4351S4-1-TO,4,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Apitolisib,Apitolisib,SUM,52.64584526,,
SNU-4351S4-2-TO,4,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Apitolisib,Apitolisib,SUM,59.88225925,,
SNU-4351S4-3-TO,4,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Apitolisib,Apitolisib,SUM,75.85958468,,
SNU-4351S4-4-TO,4,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Apitolisib,Apitolisib,SUM,55.07999157,,
SNU-4351S4-5-TO,4,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Apitolisib,Apitolisib,SUM,81.69284917,,
SNU-4351S4-6-TO,4,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Apitolisib,Apitolisib,SUM,68.0274903,,
SNU-4351S4-7-TO,4,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Apitolisib,Apitolisib,SUM,85.82498671,,
SNU-4351S4-TO,5,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Belinostat,Belinostat,SUM,78.86005354,,
SNU-4351S1-5-TO,5,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Belinostat,Belinostat,SUM,66.01075197,,
SNU-4351S1-7-TO,5,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Belinostat,Belinostat,SUM,78.88456898,,
SNU-4351S2-3-TO,5,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Belinostat,Belinostat,SUM,88.26972616,,
SNU-4351S2-4-TO,5,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Belinostat,Belinostat,SUM,86.07659395,,
SNU-4351S3-1-TO,5,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Belinostat,Belinostat,SUM,74.96406359,,
SNU-4351S3-2-TO,5,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Belinostat,Belinostat,SUM,82.34416813,,
SNU-4351S3-7-TO,5,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Belinostat,Belinostat,SUM,76.73045539,,
SNU-4351S3-8-TO,5,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Belinostat,Belinostat,SUM,74.44800748,,
SNU-4351S4-1-TO,5,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Belinostat,Belinostat,SUM,81.2473468,,
SNU-4351S4-2-TO,5,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Belinostat,Belinostat,SUM,83.26338139,,
SNU-4351S4-3-TO,5,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Belinostat,Belinostat,SUM,81.02266958,,
SNU-4351S4-4-TO,5,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Belinostat,Belinostat,SUM,66.10072311,,
SNU-4351S4-5-TO,5,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Belinostat,Belinostat,SUM,69.56026578,,
SNU-4351S4-6-TO,5,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Belinostat,Belinostat,SUM,80.67490595,,
SNU-4351S4-7-TO,5,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Belinostat,Belinostat,SUM,87.04748963,,
SNU-4351S4-TO,6,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Trametinib,Trametinib,SUM,65.97756591,,
SNU-4351S1-5-TO,6,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Trametinib,Trametinib,SUM,57.80176661,,
SNU-4351S1-7-TO,6,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Trametinib,Trametinib,SUM,87.0573514,,
SNU-4351S2-3-TO,6,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Trametinib,Trametinib,SUM,89.02849415,,
SNU-4351S2-4-TO,6,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Trametinib,Trametinib,SUM,77.63452719,,
SNU-4351S3-1-TO,6,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Trametinib,Trametinib,SUM,57.56863529,,
SNU-4351S3-2-TO,6,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Trametinib,Trametinib,SUM,86.77625279,,
SNU-4351S3-7-TO,6,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Trametinib,Trametinib,SUM,77.68800337,,
SNU-4351S3-8-TO,6,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Trametinib,Trametinib,SUM,75.37967768,,
SNU-4351S4-1-TO,6,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Trametinib,Trametinib,SUM,72.61020237,,
SNU-4351S4-2-TO,6,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Trametinib,Trametinib,SUM,85.62719792,,
SNU-4351S4-3-TO,6,Apoptotic_Ratio,SNU-4351S4-3-TO 1,SNU-4351S4-3-TO Trametinib,Trametinib,SUM,81.2240604,,
SNU-4351S4-4-TO,6,Apoptotic_Ratio,SNU-4351S4-4-TO 1,SNU-4351S4-4-TO Trametinib,Trametinib,SUM,78.17472384,,
SNU-4351S4-5-TO,6,Apoptotic_Ratio,SNU-4351S4-5-TO 1,SNU-4351S4-5-TO Trametinib,Trametinib,SUM,84.10392381,,
SNU-4351S4-6-TO,6,Apoptotic_Ratio,SNU-4351S4-6-TO 1,SNU-4351S4-6-TO Trametinib,Trametinib,SUM,80.31246214,,
SNU-4351S4-7-TO,6,Apoptotic_Ratio,SNU-4351S4-7-TO 1,SNU-4351S4-7-TO Trametinib,Trametinib,SUM,90.2727463,,
SNU-4351S4-TO,7,Apoptotic_Ratio,SNU-4351S4-TO 1,SNU-4351S4-TO Cyclopamine,Cyclopamine,SUM,9.981362696,,
SNU-4351S1-5-TO,7,Apoptotic_Ratio,SNU-4351S1-5-TO 1,SNU-4351S1-5-TO Cyclopamine,Cyclopamine,SUM,64.11615189,,
SNU-4351S1-7-TO,7,Apoptotic_Ratio,SNU-4351S1-7-TO 1,SNU-4351S1-7-TO Cyclopamine,Cyclopamine,SUM,20.08160798,,
SNU-4351S2-3-TO,7,Apoptotic_Ratio,SNU-4351S2-3-TO 1,SNU-4351S2-3-TO Cyclopamine,Cyclopamine,SUM,58.01073674,,
SNU-4351S2-4-TO,7,Apoptotic_Ratio,SNU-4351S2-4-TO 1,SNU-4351S2-4-TO Cyclopamine,Cyclopamine,SUM,13.90636838,,
SNU-4351S3-1-TO,7,Apoptotic_Ratio,SNU-4351S3-1-TO 1,SNU-4351S3-1-TO Cyclopamine,Cyclopamine,SUM,5.426787111,,
SNU-4351S3-2-TO,7,Apoptotic_Ratio,SNU-4351S3-2-TO 1,SNU-4351S3-2-TO Cyclopamine,Cyclopamine,SUM,9.996647864,,
SNU-4351S3-7-TO,7,Apoptotic_Ratio,SNU-4351S3-7-TO 1,SNU-4351S3-7-TO Cyclopamine,Cyclopamine,SUM,14.93621398,,
SNU-4351S3-8-TO,7,Apoptotic_Ratio,SNU-4351S3-8-TO 1,SNU-4351S3-8-TO Cyclopamine,Cyclopamine,SUM,8.803838043,,
SNU-4351S4-1-TO,7,Apoptotic_Ratio,SNU-4351S4-1-TO 1,SNU-4351S4-1-TO Cyclopamine,Cyclopamine,SUM,23.57225601,,
SNU-4351S4-2-TO,7,Apoptotic_Ratio,SNU-4351S4-2-TO 1,SNU-4351S4-2-TO Cyclopamine,Cyclopamine,SUM,9.05400462,,
